rule_id,rule_type,rule_priority,source_id,legal_basis,effective_date,site_scope,site_code,project_or_activity_scope,activity_code,spatial_condition,functional_interference_condition,required_conditions,correspondence_check_required,source_outcome,intermediate_classification,model_action,limitations,evidence_reference,measure_refs,source_page
DGR30_A3_IT3330010_2_13,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A3,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3330010,IT3330010,"2.13. Realizzazione di serbatoi d’acqua a fini antincendio e di irrigazione, di superficie inferiore a 75 mq, già serviti da viabilità esistente, purché non ricada su habitat Natura 2000.",2.13,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,NO,NOT_APPLICABLE,,MANUAL_REVIEW_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A3; site IT3330010; PDF page 692; activity 2.13; site evidence: Non applicabile a siti di piccole dimensione in cui eventuali infrastrutture possono essere realizzate fuori dal sito.,,692
DGR30_A3_IT3330010_2_14,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A3,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3330010,IT3330010,"2.14. Realizzazione di condotte sotterranee a fini antincendio e di irrigazione di emergenza o di soccorso, con relative attrezzature fuori terra quali idranti, su sedime coincidente con strade e piste forestali, purché le aree di cantiere e le aree irrigate non interessino habitat Natura 2000 e gli interventi vengano effettuati nel periodo 15 agosto - 28 febbraio.",2.14,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,NO,NOT_APPLICABLE,,MANUAL_REVIEW_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A3; site IT3330010; PDF page 692; activity 2.14; site evidence: Intervento non previsto in questo sito,,692
DGR30_A3_IT3330010_2_15,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A3,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3330010,IT3330010,"2.15. Interventi che interessano terreni agrari ordinariamente lavorati con continuità (es. seminativi, orticole, vigneti, uliveti, pioppeti, esclusi i prati non soggetti ad aratura) o capezzagne e non modificano siepi, filari alberati, vegetazione arborea o arbustiva naturale, habitat Natura2000: ordinarie pratiche agronomiche, cambi colturali, operazioni di scasso, bonifica del terreno dallo scheletro a scopo di coltivazione per una profondità massima fino a 50 cm. Verificare la misura di conservazione REPA49.0 se vigente nel sito Natura 2000 interessato dall'intervento -> https://habitat.regione.fvg.it/mdc/home .",2.15,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A3; site IT3330010; PDF page 692; activity 2.15; site evidence: Attività di ordinaria gestione agricola su terreni a seminativo presenti nel sito,REPA49.0,692
DGR30_A3_IT3330010_2_16,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A3,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3330010,IT3330010,"2.16. Interventi che interessano terreni agrari ordinariamente lavorati con continuità (es. seminativi, orticole, vigneti, uliveti, pioppeti, esclusi i prati non soggetti ad aratura) o capezzagne e non modificano siepi, filari alberati, vegetazione arborea o arbustiva naturale, habitat Natura 2000: opere di movimentazione e sistemazione del terreno strettamente pertinenti all'esercizio dell'attività agricola e pratiche agro-silvo-pastorali che non superino i 2.000 metri cubi di movimentazione complessiva di terreno e che non comportino una sostituzione dello strato superficiale superiore a un metro. Verificare la misura di conservazione REPA49.0 se vigente nel sito Natura 2000 interessato dall'intervento -> https://habitat.regione.fvg.it/mdc/home .",2.16,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A3; site IT3330010; PDF page 693; activity 2.16; site evidence: Attività di ordinaria gestione agricola su terreni a seminativo presenti nel sito,REPA49.0,693
DGR30_A3_IT3330010_2_17,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A3,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3330010,IT3330010,"2.17. Interventi che interessano terreni agrari ordinariamente lavorati con continuità (es. seminativi, orticole, vigneti, uliveti, pioppeti, esclusi i prati non soggetti ad aratura) o capezzagne e non modificano siepi, filari alberati, vegetazione arborea o arbustiva naturale, habitat Natura 2000: manutenzione ordinaria e straordinaria di impianti irrigui esistenti compreso il loro interramento non rientranti nel campo di applicazione della Parte seconda del d.lgs. 152/2006, art. 6 e della lr 43/1990. (Solo per la regione biogeografica continentale). Verificare la misura di conservazione REPA49.0 se vigente nel sito Natura 2000 interessato dall'intervento -> https://habitat.regione.fvg.it/mdc/home .",2.17,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A3; site IT3330010; PDF page 693; activity 2.17; site evidence: Interventi minori che possono interessare porzioni limitate del sito e che non interferiscono con le caratteristiche naturalistiche.,REPA49.0,693
DGR30_A3_IT3330010_3_01,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A3,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3330010,IT3330010,"3.01. Movimenti di terra e roccia con superficie inferiore a 200 mq e volume inferiore a 20 mc, realizzati in aree di pertinenza edilizia di abitazioni e strutture aziendali agricole quali stalle, cantine, capannoni, fienili purché non interessino habitat Natura 2000. Verificare le misure di conservazione REPJ04.0, REPI12.0, REPJ (del Piano di gestione della Laguna di Marano e Grado) se vigenti nel sito Natura 2000 interessato dall'intervento -> https://habitat.regione.fvg.it/mdc/home .",3.01,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A3; site IT3330010; PDF page 694; activity 3.01; site evidence: Attività di ordinaria gestione agricola su terreni a seminativo presenti nel sito,REPI12.0;REPJ04.0,694
DGR30_A3_IT3330010_3_02,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A3,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3330010,IT3330010,"3.02. Opere di riassetto del territorio volte al consolidamento, alla protezione e copertura del terreno interessato da dissesti di carattere superficiale, purché realizzate mediante tecniche di ingegneria naturalistica e che interessino superfici inferiori a 200 mq purché non interessino habitat Natura 2000 e ambiti fluviali e golenali. Verificare le misure di conservazione REPJ04.0, REPJ06.0, REPI12.0, REPJ (del Piano di gestione della Laguna di Marano e Grado) se vigenti nel sito Natura 2000 interessato dall'intervento -> https://habitat.regione.fvg.it/mdc/home .",3.02,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A3; site IT3330010; PDF page 694; activity 3.02; site evidence: Interventi che non determinano una incidenza significativa nei limiti indicati,REPI12.0;REPJ04.0;REPJ06.0,694
DGR30_A3_IT3330010_3_03,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A3,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3330010,IT3330010,"3.03. Manutenzione delle vasche di accumulo (o trattenuta) e delle piazze di deposito esistenti lungo i corsi d’acqua o impluvi mediante taglio della vegetazione presente all’interno delle stesse, pulizia, asportazione con mezzi meccanici del materiale inerte presente con ripristino della sezione e/o dei volumi originari. (Solo per la regione biogeografica alpina)",3.03,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,NO,NOT_APPLICABLE,,MANUAL_REVIEW_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A3; site IT3330010; PDF page 694; activity 3.03; site evidence: Solo per area biogeografica alpina,,694
DGR30_A3_IT3330010_3_04,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A3,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3330010,IT3330010,"3.04. Appostamenti per l'esercizio della caccia di selezione e tradizionale agli ungulati di cui all'articolo 11, comma 3, della lr 21/1993, purché: siano realizzati prevalentemente in legno, siano agevolmente asportabili, non superino l'altezza complessiva di 9 metri dal piano di campagna, il piano di appoggio utilizzato dal cacciatore non abbia una superficie superiore a 3 metri quadrati, l'area di alimentazione per l'attrazione dell'animale non insista su habitat Natura 2000. Appostamenti fissi a mare e in laguna, denominati ""collegia"" purchè non insistano su barene (solo per la regione biogeografica continentale)",3.04,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A3; site IT3330010; PDF page 694; activity 3.04; site evidence: Interventi che non determinano una incidenza significativa nei limiti indicati,,694
DGR30_A3_IT3330010_3_05,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A3,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3330010,IT3330010,"3.05. Manutenzione ordinaria delle opere edili di difesa di sponde e argini (es. scogliere, massicciate, murature) anche con taglio, sfalcio, trinciatura, lavorazioni superficiali del terreno dal 15 agosto al 28 febbraio. Manutenzione ordinaria di argini artificiali in terra, privi di vegetazione arborea, con taglio e/o trinciatura (senza lavorazioni superficiali del terreno) dal 15 agosto al 28 febbraio, sfalcio dal 30 giugno al 28 febbraio. Verificare le misure di conservazione REPJ (01.0, 11.0, 02.0, 02.0), REPN (07.0, 06.0), REPA30.0, REPJ (del Piano di gestione della Laguna di Marano e Grado) se vigenti nel sito Natura 2000 interessato dall'intervento -> https://habitat.regione.fvg.it/mdc/home .",3.05,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A3; site IT3330010; PDF page 695; activity 3.05; site evidence: Il sito presenta molti piccoli corsi d'acqua prevalentemente naturali e privi di opere arginali artificiali. Non si ravvisano possibili incidenza significative.,REPA30.0,695
DGR30_A3_IT3330010_3_07,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A3,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3330010,IT3330010,"3.07. Manutenzione ordinaria volta al ripristino della sezione originaria delle valli da pesca, dei relativi canali circondariali e degli argini in ambiente lagunare e della sezione originaria degli impianti ittici a terra, effettuata nel periodo 1 agosto - 31 marzo. Verificare le misure di conservazione REPJ14.0, REPJ (del Piano di gestione della Laguna di Marano e Grado) se vigenti nel sito Natura 2000 interessato dall'intervento -> https://habitat.regione.fvg.it/mdc/home .",3.07,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,NO,NOT_APPLICABLE,,MANUAL_REVIEW_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A3; site IT3330010; PDF page 695; activity 3.07; site evidence: Non sono presenti impianti di questo genere,REPJ14.0,695
DGR30_A3_IT3330010_3_08,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A3,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3330010,IT3330010,"3.08. Manifestazioni non motoristiche sportive agonistiche o non agonistiche, se podistiche su strada o sentiero e se ciclistiche su strada, purché: le manifestazioni non siano di livello nazionale o internazionale, utilizzino esclusivamente tracciati esistenti, vengano svolte fuori da biotopi naturali, non vadano in contrasto con misure di conservazione o ordinanze specifiche del soggetto gestore di parchi e riserve naturali, i punti di supporto logistico non insistano su habitat Natura 2000, non vengano utilizzati impianti di amplificazione del suono, i sistemi di segnaletica del percorso siano di materiale naturale e vengano rimossi a fine gara. Gare di orienteering effettuate nel periodo 15 agosto - 28 febbraio. Verificare le misure di conservazione REPF03.0, REPG (03.0, 08.0, 18.0, 31.0, 31.1, 31.2), REPD04.0 se vigenti nel sito Natura 2000 interessato dall'intervento -> https://habitat.regione.fvg.it/mdc/home .",3.08,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A3; site IT3330010; PDF page 696; activity 3.08; site evidence: Interventi che non determinano una incidenza significativa nei limiti indicati,REPD04.0;REPF03.0,696
DGR30_A3_IT3330010_3_09,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A3,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3330010,IT3330010,"3.09. Eventi, incontri, manifestazioni, concerti che non siano svolti su aree interessate da habitat Natura 2000 o aree di valenza faunistica prevista da misure di conservazione o specifiche disposizioni, che non implichino l’uso di mezzi motorizzati a terra o in volo, sistemi di amplificazione del suono e che prevedano una partecipazione di pubblico o partecipanti inferiore a 100 persone salvo quanto diversamente indicato da specifiche misure di conservazione dei siti Natura 2000. Verificare le misure di conservazione REPF03.0, REPG (03.0, 18.0, 31.0, 31.1, 31.2), REPF03.0 se vigenti nel sito Natura 2000 interessato dall'intervento -> https://habitat.regione.fvg.it/mdc/home .",3.09,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A3; site IT3330010; PDF page 696; activity 3.09; site evidence: Anche sulla base di una lunga serie di verifiche di vari tipi di manifestazioni si valuta che nel rispetto dei limiti indicati non possa determinarsi alcuna incidenza signficativa in questo sito.,REPF03.0,696
DGR30_A3_IT3330010_3_10,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A3,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3330010,IT3330010,3.10. Battitura della neve con mezzi meccanici a motore per la realizzazione e il mantenimento di piste da fondo o di tracciati pedonali o per slitte a trazione animale.,3.10,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,NO,NOT_APPLICABLE,,MANUAL_REVIEW_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A3; site IT3330010; PDF page 696; activity 3.10; site evidence: Solo per area biogeografica alpina.,,696
DGR30_A3_IT3330010_3_11,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A3,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3330010,IT3330010,"3.11. Per interventi di somma urgenza o di pronto intervento, in particolare per garantire la sicurezza pubblica, che interessano siti Natura 2000 il soggetto che li realizza fornisce tempestiva comunicazione dei lavori da eseguirsi o eseguiti al soggetto gestore del sito Natura 2000, il quale verifica ex post la necessità di prevedere la realizzazione di eventuali misure di mitigazione e/o di ripristino. Verificare le misure di conservazione REPJ08.0, REPJ10.0, REPJ02.0, REPJ10.0 se vigenti nel sito Natura 2000 interessato dall'intervento -> https://habitat.regione.fvg.it/mdc/home .",3.11,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.","DGR30/2026 Allegato A3; site IT3330010; PDF page 697; activity 3.11; site evidence: Per interventi necessari durante situazioni di emergenza che prevedono una deroga ad autorizzazioni si dispone, a seconda della tempistica di intervento, una comunicazione per verificare ex post la necessità di interventi di mitigazione e ripristino. Si tratta prevalentemente di situazioni di emergeza idrogeologica che possono comportare una trasformazione di habitat indipendentemente dall'intervento umano che anzi può limitare i danni anche alle componenti naturalistiche.",REPJ02.0;REPJ08.0;REPJ10.0,697
DGR30_A3_IT3331001_1_01,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A3,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3331001,IT3331001,"1.01 Interventi di manutenzione ordinaria del patrimonio edilizio e infrastrutturale. Verificare la misura di conservazione REPJ30 e REPJ29,0 se vigente nel sito Natura 2000 interessato dall'intervento -> https://habitat.regione.fvg.it/mdc/home.",1.01,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,NO,NOT_APPLICABLE,,MANUAL_REVIEW_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A3; site IT3331001; PDF page 700; activity 1.01; site evidence: Intervento non applicabile al sito in quanto sito marino,REPJ29.0;REPJ30,700
DGR30_A3_IT3331001_1_02,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A3,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3331001,IT3331001,1.02. Interventi di manutenzione straordinaria del patrimonio edilizio e infrastrutturale purché non comportino cambio di destinazione d’uso o la riutilizzazione di edifici o porzioni di edifici non più abitabili o agibili. Verificare la misura di conservazione REPJ01.0 se vigente nel sito Natura 2000 interessato dall'intervento -> https://habitat.regione.fvg.it/mdc/home .,1.02,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,NO,NOT_APPLICABLE,,MANUAL_REVIEW_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A3; site IT3331001; PDF page 700; activity 1.02; site evidence: Intervento non applicabile al sito in quanto sito marino,REPJ01.0,700
DGR30_A3_IT3331001_1_03,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A3,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3331001,IT3331001,1.03. Interventi volti all'eliminazione di barriere architettoniche in edifici esistenti.,1.03,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,NO,NOT_APPLICABLE,,MANUAL_REVIEW_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A3; site IT3331001; PDF page 700; activity 1.03; site evidence: Intervento non applicabile al sito in quanto sito marino,,700
DGR30_A3_IT3331001_1_04,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A3,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3331001,IT3331001,1.04. Mutamenti di destinazione d'uso degli immobili attuati senza esecuzione di opere edilizie.,1.04,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,NO,NOT_APPLICABLE,,MANUAL_REVIEW_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A3; site IT3331001; PDF page 700; activity 1.04; site evidence: Intervento non applicabile al sito in quanto sito marino,,700
DGR30_A3_IT3331001_1_05,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A3,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3331001,IT3331001,"1.05. Realizzazione di pertinenze, di edifici o di unità immobiliari esistenti, che non comportino volumetria e destinate ad arredi da giardino o terrazzo, barbecue e tutti gli interventi di ornamento dell'edificio o sue pertinenze.",1.05,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,NO,NOT_APPLICABLE,,MANUAL_REVIEW_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A3; site IT3331001; PDF page 700; activity 1.05; site evidence: Intervento non applicabile al sito in quanto sito marino,,700
DGR30_A3_IT3331001_1_06,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A3,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3331001,IT3331001,"1.06. Interventi di ampliamento o realizzazione di pertinenze di edifici o unità immobiliari esistenti che comportino volumetria, bussole, verande, serre e depositi attrezzi e simili, nei limiti del 10 per cento del volume utile dell'edificio o dell'unita' immobiliare esistenti, se a destinazione residenziale, o nei limiti del 5 per cento della superficie utile dell'edificio o dell'unita' immobiliare esistenti se a uso diverso; gli interventi non possono comunque comportare un aumento superiore a 25 metri cubi per unità immobiliare, anche in più interventi.",1.06,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,NO,NOT_APPLICABLE,,MANUAL_REVIEW_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A3; site IT3331001; PDF page 701; activity 1.06; site evidence: Intervento non applicabile al sito in quanto sito marino,,701
DGR30_A3_IT3331001_1_07,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A3,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3331001,IT3331001,"1.07. Realizzazione di tettoie o pavimentazione di aree pertinenziali degli edifici o unità immobiliari esistenti, anche destinate a parcheggio, che comportino un'occupazione complessiva massima di 10 mq rispettivamente di superficie coperta o di superficie utile per unità immobiliare fino ad un massimo complessivo di 100 mq.",1.07,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,NO,NOT_APPLICABLE,,MANUAL_REVIEW_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A3; site IT3331001; PDF page 701; activity 1.07; site evidence: Intervento non applicabile al sito in quanto sito marino,,701
