istat_code,comune,sigla_provincia,eagle_probe_status,eagle_config,eagle_project,eagle_plan_codes,eagle_ambiti,source_candidate,source_format_access,access_status,cer_D_count,cer_D_latest_data_val,cer_D_variants,cer_H_count,cer_H_latest_data_val,cer_H_variants,current_prgc_date_or_variant,current_prgc_source,current_prgc_validation_status,sample_comparison_result,quality_note
093038,San Giorgio della Richinvelda,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGSanGiorgioDellaRichinvelda,Guest_PRGSanGiorgioDellaRichinvelda,H891,AMB_173,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,34,20160818,32,16,20160818,32,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093039,San Martino al Tagliamento,PN,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,15,20170817,24,3,20170817,24,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093040,San Quirino,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGSanQuirino,Guest_PRGSanQuirino,I136,AMB_153,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,47,20171214,71,10,20171214,71,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093041,San Vito al Tagliamento,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGSanVitoAlTagliamento,Guest_PRGSanVitoAlTagliamento,I403,AMB_195,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,104,20150723,66,13,20150723,66,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093042,Sequals,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGSequals,Guest_PRGSequals,I621,AMB_202,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,23,20170126,26,1,20170126,26,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093043,Sesto al Reghena,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGSestoAlReghena,Guest_PRGSestoAlReghena,I686,AMB_203,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,35,20170223,42,15,20170223,42,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093044,Spilimbergo,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGSpilimbergo,Guest_PRGSpilimbergo,I904,AMB_206,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,36,20161229,46,18,20161229,46,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093045,Tramonti di Sopra,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGTramontiDiSopra,Guest_PRGTramontiDiSopra,L324,AMB_159,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,0,,,0,,,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093046,Tramonti di Sotto,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGTramontiDiSotto,Guest_PRGTramontiDiSotto,L325,AMB_160,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,4,20110602,8,0,,,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093047,Travesio,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGTravesio,Guest_PRGTravesio,L347,AMB_162,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,12,20171005,18,0,,,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093049,Vito d'Asio,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGVitoDAsio,Guest_PRGVitoDAsio,M085,AMB_183,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,8,20160922,3,3,20160922,3,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093050,Vivaro,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGVivaro,Guest_PRGVivaro,M096,AMB_184,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,13,20161103,20,2,20161103,20,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093051,Zoppola,PN,PUBLIC_CONFIG_DETECTED,Guest_PRGZoppola,Guest_PRGZoppola,M190,AMB_185,EagleFVG PRG public configuration,Public WebGIS configuration; vector services behind application,PUBLIC_CONFIG_DETECTED,76,20170525,46,45,20170525,46,Servizio comunale PRGC vigente con accesso EagleFVG pubblicato 30/08/2024; numero variante corrente non ricostruito in questo audit,https://www.comune.zoppola.pn.it/it/servizi-206518/piano-regolatore-generale-comunale-prgc-217182,CURRENT_SOURCE_ACCESS_VERIFIED_VARIANT_TO_VERIFY,ACCESS_CONFIRMED_CURRENTNESS_CHAIN_TO_COMPLETE,Non usato come prova di numero variante
093052,Vajont,PN,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,4,20110414,6,11,20110414,6,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
093053,Valvasone Arzene,PN,NOT_DETECTED_BY_STANDARD_PROBE,,,,,Official municipal/Regional source to locate,TO_VERIFY,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,0,,,0,,,,,TO_VERIFY_MUNICIPAL_CURRENTNESS,,"Eagle probe proves public configuration only; CER dates/variants are source attributes, not proof of 2026 currentness."
